comment_text,brand,search_term,source,additional_info
"Dior blush is meant to be used with a brush if you do it with your finger it will create a kind of shield",Dior,Dior,TikTok,"{ likes: 1, date: '2024-01-20 19:37:59'}"
"i love bag",Louis Vuitton,love,TikTok,"{ likes: 0, date: '2024-01-20 19:50:06'}"
"But the best workwear jacket is the Carhartt Detroit.",Uniqlo,best,TikTok,"{ likes: 93, date: '2024-01-20 20:02:06'}"
"HELP WHY IS THE FAKE BETTER",Dior,better,TikTok,"{ likes: 0, date: '2024-01-20 20:09:37'}"
"@Salm i think Ewan’s hair can be like this",Uniqlo,like,TikTok,"{ likes: 0, date: '2024-01-20 20:11:08'}"
"I have a Lady Dior at home and I’m so happy I guessed this right!",Dior,Dior,TikTok,"{ likes: 1, date: '2024-01-20 20:31:08'}"
"I always make my sims look like this",Lululemon,like,TikTok,"{ likes: 1, date: '2024-01-20 20:57:00'}"
"Love these. I’ve just done a quick sale haul on my page!! X",Zara,haul,TikTok,"{ likes: 0, date: '2024-01-20 21:20:17'}"
"I LOVE GLOWMODE",Lululemon,love,TikTok,"{ likes: 1, date: '2024-01-20 21:33:08'}"
"Dior I am obsessed 😍",Dior,Dior,TikTok,"{ likes: 0, date: '2024-01-20 22:24:09'}"
"i’m in love",Gucci,love,TikTok,"{ likes: 3, date: '2024-01-20 22:53:31'}"
"Omg i love fast fashion 🥹",Uniqlo,fast fashion,TikTok,"{ likes: 1, date: '2024-01-20 23:39:09'}"
"YALL DON’T GET IT. I HAVE IT AND YEA IT DOESN’T SWATCH BUT WHEN YOU BUT IT ON YOUR FACE IT LOOKS SO GOOD AND I STILL HAVE IT AFTER LIKE A YEAR",Dior,like,TikTok,"{ likes: 0, date: '2024-01-21 00:48:35'}"
"Like her music but not her clothing",Gucci,like,TikTok,"{ likes: 0, date: '2024-01-21 02:40:04'}"
"meh. uniqlo is like the h&m of japan. Just shop at Blue Owl",Uniqlo,like,TikTok,"{ likes: 1, date: '2024-01-21 02:16:23'}"
"Wouldnt recommend if you work with your hands and in a field that requires constant movement of your arms",Uniqlo,recommend,TikTok,"{ likes: 42, date: '2024-01-21 04:23:11'}"
"@victoria @alexis_avocadoo am i crazy for wanting us to get these and be like dior besties lmao",Dior,best,TikTok,"{ likes: 0, date: '2024-01-21 06:00:29'}"
"MAKE A FULL SIZE WALLET IN EACH COLOR AVAILABLE TO MIX AND MATCH",Lululemon,color,TikTok,"{ likes: 2, date: '2024-01-21 07:53:49'}"
"Why does fake looks better",Dior,better,TikTok,"{ likes: 0, date: '2024-01-21 09:56:29'}"
"@M🌈 I love",Adidas,love,TikTok,"{ likes: 1, date: '2024-01-21 13:31:03'}"
"Keeper has to be doing better",Nike,better,TikTok,"{ likes: 105, date: '2024-01-21 13:33:55'}"
"Why does the fake one look better lol",Cartier,better,TikTok,"{ likes: 0, date: '2024-01-21 14:27:47'}"
"pov: you love him enough to destroy Dior blush",Dior,love,TikTok,"{ likes: 0, date: '2024-01-21 14:32:27'}"
"finally saw my man😭",,,TikTok,"{ likes: nan, date: 'nan'}"
"i thought it was a human 😭😭",Chanel,thought,TikTok,"{ likes: 0, date: '2024-01-21 14:35:13'}"
"WHY ISNT MY H&M LIKE THIS?!?!!",H&M,like,TikTok,"{ likes: 0, date: '2024-01-21 14:49:37'}"
"🥰🥰 I liked",Chanel,like,TikTok,"{ likes: 2, date: '2024-01-21 15:01:44'}"
"wait i like the neck piece they are wearing also the colors are so elegant",Gucci,color,TikTok,"{ likes: 0, date: '2024-01-21 15:15:49'}"
"love the craftsmanship 🖤",Gucci,love,TikTok,"{ likes: 1, date: '2024-01-21 15:36:19'}"
"How come fake one looks better😂",Dior,better,TikTok,"{ likes: 6, date: '2024-01-21 15:53:41'}"
"Copped me a few osirs and i love em all💯🔥🔥🔥🔥🔥",Adidas,love,TikTok,"{ likes: 2, date: '2024-01-21 16:18:10'}"
"how do you look like that",Lululemon,like,TikTok,"{ likes: 1, date: '2024-01-21 16:31:55'}"
"can you compare real vs fake chanel 22 pleaseee?",Dior,Chanel,TikTok,"{ likes: 0, date: '2024-01-21 16:48:30'}"
"Lol! It does go away. Mine were like at the beginning",Adidas,like,TikTok,"{ likes: 7, date: '2024-01-21 17:16:31'}"
"omg I loved this one 😂🤭",Zara,love,TikTok,"{ likes: 0, date: '2024-01-21 21:08:08'}"
"So bag 1 was the real 1👍🏻 I have a lady Dior very impractical to use but beautiful",Dior,Dior,TikTok,"{ likes: 1, date: '2024-01-21 22:01:42'}"
"Love dunk panda",Nike,love,TikTok,"{ likes: 0, date: '2024-01-21 23:18:06'}"
"They are both a waste of money buy an EFT instead",Dior,waste,TikTok,"{ likes: 0, date: '2024-01-21 23:43:15'}"
"I work for Dior for years and I can’t see which is the real one lol",Dior,Dior,TikTok,"{ likes: 0, date: '2024-01-22 00:45:43'}"
"Where’s @Calum Harper he’s the best 🤩",Gucci,best,TikTok,"{ likes: 0, date: '2024-01-22 03:52:15'}"
"how much is 100 ml miss Dior blooming bouquet",Dior,Dior,TikTok,"{ likes: 0, date: '2024-01-22 06:04:42'}"
"The real one feels like buttery leather❤️",Dior,like,TikTok,"{ likes: 0, date: '2024-01-22 06:05:58'}"
"I like 🥰",Prada,like,TikTok,"{ likes: 0, date: '2024-01-22 06:40:28'}"
"Barbour is better",Uniqlo,better,TikTok,"{ likes: 0, date: '2024-01-22 07:11:39'}"
"I want a jacket that looks like that",Lululemon,like,TikTok,"{ likes: 0, date: '2024-01-22 09:33:29'}"
"To look like this is my dream",Lululemon,like,TikTok,"{ likes: 1, date: '2024-01-22 11:44:50'}"
"carhartt detroit so much better uniqlo doesn’t even touch it 😭😭😭",Uniqlo,better,TikTok,"{ likes: 0, date: '2024-01-22 14:32:01'}"
"See I knew it the fake always looks better !",Dior,better,TikTok,"{ likes: 0, date: '2024-01-22 16:51:41'}"
"not my mom adding this to my birthday wishlist 🥹🥹 she knows me best 🫶🏽",Gucci,best,TikTok,"{ likes: 2, date: '2024-01-22 17:04:40'}"
"why is it so expensiveeee🥺🥺",Dior,expensive,TikTok,"{ likes: 0, date: '2024-01-22 17:38:23'}"
"Mine literally don’t ever sound like this 😂😂",Adidas,like,TikTok,"{ likes: 0, date: '2024-01-22 19:18:15'}"
"I need it my soul needs it I love iiiiit. Where can I get it to ship to Argentina 😍😍😍",Zara,love,TikTok,"{ likes: 0, date: '2024-01-23 01:16:04'}"
"😭Even if it’s 700$ cheaper it’s still 6k girl",Cartier,cheap,TikTok,"{ likes: 1, date: '2024-01-23 02:10:41'}"
"Regina George would loveeeeeeeeee🩷",Louis Vuitton,love,TikTok,"{ likes: 1, date: '2024-01-23 02:41:42'}"
"The truth is if you find the right distributer you might actually be getting the real materials and hardware.☺️☺️☺️Enjoy",Chanel,material,TikTok,"{ likes: 1, date: '2024-01-23 03:48:34'}"
"What’s the staff discount at Lululemon?",Lululemon,Lululemon,TikTok,"{ likes: 613, date: '2024-01-23 03:54:04'}"
"love the colour of the dress is it still available",Zara,love,TikTok,"{ likes: 0, date: '2024-01-23 06:56:03'}"
"Lululemon is a cult",Lululemon,Lululemon,TikTok,"{ likes: 205, date: '2024-01-23 06:56:43'}"
"Worst place ever.",Lululemon,worst,TikTok,"{ likes: 4, date: '2024-01-23 09:55:12'}"
"Loved her in Juno!",Gucci,love,TikTok,"{ likes: 4, date: '2024-01-23 11:42:55'}"
"Mine don’t sound like that 😭",Adidas,like,TikTok,"{ likes: 0, date: '2024-01-23 15:03:38'}"
"Zara clothes are overrated anyway 🍉🇵🇸",Zara,overrated,TikTok,"{ likes: 2, date: '2024-01-23 16:33:53'}"
"love you Jisoo",Dior,love,TikTok,"{ likes: 0, date: '2024-01-23 16:49:19'}"
"@Luxe Collective may u do the gabrielle chanel blue color size s",Dior,color,TikTok,"{ likes: 0, date: '2024-01-23 17:21:18'}"
"Dior test on animalss",Dior,Dior,TikTok,"{ likes: 0, date: '2024-01-23 19:00:51'}"
"“Best company ever” while the whole brand name was established on racism that Japanese can’t pronounce the L 😅😅😅",Lululemon,best,TikTok,"{ likes: 28, date: '2024-01-23 19:11:41'}"
"@Millie <3 like these !",Adidas,like,TikTok,"{ likes: 1, date: '2024-01-23 19:50:21'}"
"Is dior good for dry skin ?",Dior,Dior,TikTok,"{ likes: 0, date: '2024-01-23 20:05:00'}"
"H&M is getting better",H&M,better,TikTok,"{ likes: 0, date: '2024-01-23 20:24:11'}"
"Are we not gonna ask if lic fell or not that lean was clean but like did u fall or no😅🥰🙏😂😂😂",Zara,like,TikTok,"{ likes: 0, date: '2024-01-23 21:16:31'}"
"The BEST presents are the ones we buy ourselves! 🥰🥰",Louis Vuitton,best,TikTok,"{ likes: 2, date: '2024-01-23 23:28:32'}"
"Go to the pawnshop you can find a beautiful jewelry for cheap",Cartier,cheap,TikTok,"{ likes: 0, date: '2024-01-24 01:09:46'}"
"I like the fake better. Hardware is too shiny on the real.",Dior,better,TikTok,"{ likes: 0, date: '2024-01-24 01:17:36'}"
"man. that’s pretty good. i question whether buying real is ever worth it",Dior,worth,TikTok,"{ likes: 1, date: '2024-01-24 01:51:47'}"
"Lululemon Chunk sneakers pls haha",Lululemon,Lululemon,TikTok,"{ likes: 2, date: '2024-01-24 03:09:49'}"
"I love Dior 🔥💔",Dior,love,TikTok,"{ likes: 1, date: '2024-01-24 06:24:58'}"
"Love it 😳",Prada,love,TikTok,"{ likes: 1, date: '2024-01-24 07:42:54'}"
"DONT PEE TO WATER THIS IS BETTER THAN TO THE WATER",Lululemon,better,TikTok,"{ likes: 0, date: '2024-01-24 10:19:41'}"
"i saw Bvlgari jewelry collection and it's fabulous i can agree on that but what i don't understand that some people like and buy this ugly bracelet",Cartier,like,TikTok,"{ likes: 0, date: '2024-01-24 12:16:00'}"
"HOW COME MY HM KIDS SECTION DONT HAVE THAT ITS FULL OF BRIGHT COLORS",H&M,color,TikTok,"{ likes: 12, date: '2024-01-24 15:08:16'}"
"Lululemon does not pay that much for an educator position lol",Lululemon,Lululemon,TikTok,"{ likes: 100, date: '2024-01-24 16:43:08'}"
"It looks like a lunch bag 😭",Uniqlo,like,TikTok,"{ likes: 0, date: '2024-01-24 18:29:19'}"
"For that price it shouldn’t leave any scratches or marks",Hermes,price,TikTok,"{ likes: 0, date: '2024-01-25 01:24:53'}"
"I am accepting Chanel mini [black] bag🫶🏾💕.",Chanel,Chanel,TikTok,"{ likes: 0, date: '2024-01-25 05:05:12'}"
"This coming up on my FYP after I just asked for a Chanel bag",Chanel,Chanel,TikTok,"{ likes: 2, date: '2024-01-25 05:15:43'}"
"i got those white pants in grey:3 i love them theyre not so high waisted like most h&m stuff",H&M,like,TikTok,"{ likes: 0, date: '2024-01-25 18:49:26'}"
"his drip is getting better",Gucci,better,TikTok,"{ likes: 4, date: '2024-01-25 19:07:43'}"
"this is a bag that screams luxury and elegance! one of my favorite luxury bags",Prada,favorite,TikTok,"{ likes: 1, date: '2024-01-25 19:46:35'}"
"@twothousandandtoo:is it available in @uniqloindonesia ?",Uniqlo,Uniqlo,TikTok,"{ likes: 0, date: '2024-01-25 21:36:20'}"
"These are sm better than the leopard print 😭they are just not it",Adidas,better,TikTok,"{ likes: 0, date: '2024-01-25 20:42:24'}"
"Chanel now is still beautiful",Chanel,Chanel,TikTok,"{ likes: 0, date: '2024-01-25 22:38:59'}"
"Those are actually much better than the actual photos of them stuffed on a shelf and you can’t even tell what they’re wearing u just have to trust the description",Zara,better,TikTok,"{ likes: 41, date: '2024-01-26 04:00:20'}"
"if i don’t absolutely love it in the store i don’t wear it 😩i’ve given away so many items with tags on them because i bought out of impulse instead of actually liking it",Hermes,love,TikTok,"{ likes: 0, date: '2024-01-26 05:50:45'}"
"i love Nike Big love",Nike,love,TikTok,"{ likes: 1, date: '2024-01-26 10:39:18'}"
"Here an idea instead of the launch 2024 pack you should Make frostfirePack With the color blue red and little bit of grey make it with dark blue and red",,,TikTok,"{ likes: nan, date: 'nan'}"
"I did Triathlon and peeing in your wetsuit you is better than the 10° Water",Lululemon,better,TikTok,"{ likes: 0, date: '2024-01-26 11:53:42'}"
"I look like a box in that dress.. 😭",H&M,like,TikTok,"{ likes: 869, date: '2024-01-26 13:31:54'}"
"so I got here by scrolling too much on search. Normally I looked for the trends that are in fashion now on tik tok. The decapitated queens 💀",Lululemon,trend,TikTok,"{ likes: 1, date: '2024-01-26 15:05:21'}"
"I have that in black i love it",H&M,love,TikTok,"{ likes: 26, date: '2024-01-26 15:24:58'}"
"In love with",Chanel,love,TikTok,"{ likes: 0, date: '2024-01-26 17:10:20'}"
"I love this. Thanks for sharing",H&M,love,TikTok,"{ likes: 0, date: '2024-01-26 17:39:02'}"
"lily cole n kim noorda the best here....hair.. makeup...dress... perfect",Dior,best,TikTok,"{ likes: 0, date: '2024-01-27 02:23:51'}"
"So does Lululemon win?",Lululemon,Lululemon,TikTok,"{ likes: 9, date: '2024-01-27 02:51:39'}"
"Thanks I’m going to go clean the many cartier rings I own",Cartier,Cartier,TikTok,"{ likes: 0, date: '2024-01-27 04:57:07'}"
"Pool table guy hands down the best",Zara,best,TikTok,"{ likes: 394, date: '2024-01-27 06:01:05'}"
"Isn’t the owner a known racist like what",Lululemon,like,TikTok,"{ likes: 0, date: '2024-01-27 06:20:56'}"
"@𝗠𝗝🕷️♏ my gf be like 😭",Lululemon,like,TikTok,"{ likes: 1, date: '2024-01-27 07:09:05'}"
"kids make-up be like:",Dior,like,TikTok,"{ likes: 0, date: '2024-01-27 11:07:14'}"
"The shoes I love",H&M,love,TikTok,"{ likes: 0, date: '2024-01-27 11:52:32'}"
"Price : 💀",Nike,price,TikTok,"{ likes: 0, date: '2024-01-27 12:10:05'}"
"you better read the description before buying",Nike,better,TikTok,"{ likes: 219, date: '2024-01-27 12:15:57'}"
"I buy from this store always. High quality and very affordable prices @MiddleEastBazar.Branded boutiq",Louis Vuitton,price,TikTok,"{ likes: 1, date: '2024-01-27 13:29:47'}"
"Some of these replica bags are made with the same materials by the same artisans who make the real ones Is it still fake??? 🤔",Louis Vuitton,material,TikTok,"{ likes: 102, date: '2024-01-27 13:53:21'}"
"I love Air Force",Nike,love,TikTok,"{ likes: 0, date: '2024-01-27 15:26:11'}"
"Which one sneakers most expensive",Adidas,expensive,TikTok,"{ likes: 1, date: '2024-01-27 15:30:58'}"
"they're all trained to wear thongs. good gf material",Lululemon,material,TikTok,"{ likes: 0, date: '2024-01-27 17:04:00'}"
"Ooppp looks like I need to go H&M again 😅🥰",H&M,like,TikTok,"{ likes: 0, date: '2024-01-27 21:19:42'}"
"I love love love",Adidas,love,TikTok,"{ likes: 0, date: '2024-01-27 23:38:03'}"
"omgggg! love it😍",Louis Vuitton,love,TikTok,"{ likes: 2, date: '2024-01-28 09:36:35'}"
"Love when you showed us what it looks like on 🥰",H&M,like,TikTok,"{ likes: 1119, date: '2024-01-28 10:23:59'}"
"Shang-Chi and the Legend of the Cartier Rings",Cartier,Cartier,TikTok,"{ likes: 0, date: '2024-01-28 13:15:44'}"
"Falcon my love ❤️",Nike,love,TikTok,"{ likes: 0, date: '2024-01-28 14:17:27'}"
"How I love my money with Dior",Dior,love,TikTok,"{ likes: 1, date: '2024-01-28 17:03:36'}"
"for one second i really thought he was cooking a 🥷🏼",Chanel,thought,TikTok,"{ likes: 0, date: '2024-01-28 20:31:26'}"
"@lululemon how about click and collect here in Australia",Lululemon,Lululemon,TikTok,"{ likes: 2, date: '2024-01-29 01:29:26'}"
"@ellie?🤔 why do i not hate it",Adidas,hate,TikTok,"{ likes: 1, date: '2024-01-29 02:02:51'}"
"I love your posts!",H&M,love,TikTok,"{ likes: 1, date: '2024-01-29 02:10:21'}"
"@jenjuta 🎀 do you want a cute pair of sambas or spezials like this",Adidas,like,TikTok,"{ likes: 0, date: '2024-01-29 03:38:47'}"
"What about Uniqlo EU ???? 🥺",Uniqlo,Uniqlo,TikTok,"{ likes: 0, date: '2024-01-29 15:17:39'}"
"Went to my local H&M and they thought I was crazy. They have no clue. And never saw this product. Need style number or the store worker can’t help!",H&M,thought,TikTok,"{ likes: 3, date: '2024-01-29 18:42:03'}"
"We need more versions of sunoo like this😭😭😭",Prada,like,TikTok,"{ likes: 3687, date: '2024-01-29 19:55:28'}"
"Gazelles are classic mine do not do this lol that would drive me insane too lol",Adidas,classic,TikTok,"{ likes: 0, date: '2024-01-29 19:55:43'}"
"everyone saying hip dips but i think my arms would make me look like John Cena",H&M,like,TikTok,"{ likes: 3294, date: '2024-01-29 23:52:39'}"
"Wowww i want to buy this necklace gucci love it 🙏❤️",Gucci,love,TikTok,"{ likes: 1, date: '2024-01-30 05:14:42'}"
"Wow so many Chanel lol🥰",Chanel,Chanel,TikTok,"{ likes: 0, date: '2024-01-30 06:46:56'}"
"I support cr7 but i hate when i see boys wearing tight pants 🙃",Gucci,hate,TikTok,"{ likes: 1, date: '2024-01-30 09:11:03'}"
"It’s sold outttt pls restock with more colors",Lululemon,color,TikTok,"{ likes: 4, date: '2024-01-30 11:09:18'}"
"More like love being rich 😅",Dior,love,TikTok,"{ likes: 0, date: '2024-01-30 13:28:03'}"
"@NotsobigD Jess would love?!",Nike,love,TikTok,"{ likes: 1, date: '2024-01-30 15:15:29'}"
"Yo why’s there a check mark on your glove ? Does it mean it’s verified ?",Nike,love,TikTok,"{ likes: 0, date: '2024-01-30 15:15:10'}"
"@Clara<3 I love thisss",Nike,love,TikTok,"{ likes: 1, date: '2024-01-30 15:22:19'}"
"Cartier 100% all day everyday !!",Cartier,Cartier,TikTok,"{ likes: 0, date: '2024-01-30 17:24:55'}"
"@Jr.custodiiio u woukd call this aesthetic",Nike,aesthetic,TikTok,"{ likes: 0, date: '2024-01-30 19:47:09'}"
"I thought it was a person haha",Chanel,thought,TikTok,"{ likes: 2, date: '2024-01-30 20:51:29'}"
"its not forewer. over the time it will stop to change color",Nike,color,TikTok,"{ likes: 12, date: '2024-01-30 21:07:00'}"
"Pussy magnet . Meteore is better tho",Louis Vuitton,better,TikTok,"{ likes: 1, date: '2024-01-31 02:11:17'}"
"i love themmmmm",Adidas,love,TikTok,"{ likes: 0, date: '2024-01-31 04:51:32'}"
"need the dior lip oil",Dior,Dior,TikTok,"{ likes: 1, date: '2024-01-31 05:55:06'}"
"I have it and love it. Wil bring it next to Vietnam 😊",Louis Vuitton,love,TikTok,"{ likes: 3, date: '2024-01-31 06:29:54'}"
"Cartier glasses and bracelet 🥰",Cartier,Cartier,TikTok,"{ likes: 0, date: '2024-01-31 09:20:34'}"
"this is the best I only use this",Louis Vuitton,best,TikTok,"{ likes: 3, date: '2024-01-31 12:25:04'}"
"@cheri thoughts on this shade",Dior,thought,TikTok,"{ likes: 0, date: '2024-01-31 13:11:06'}"
"i love your nails!",Dior,love,TikTok,"{ likes: 0, date: '2024-01-31 13:53:22'}"
"What’s the price",Louis Vuitton,price,TikTok,"{ likes: 18, date: '2024-01-31 16:01:21'}"
"He just doing little move like that butt damnnn look at the likes2M?!!Btw  he's so attractive 😭🥰",Prada,like,TikTok,"{ likes: 1, date: '2024-01-31 17:43:45'}"
"After swim way better",Louis Vuitton,better,TikTok,"{ likes: 1, date: '2024-01-31 19:36:15'}"
"Afternoon Swim smells way better but the performance on me is very bad",Louis Vuitton,better,TikTok,"{ likes: 8, date: '2024-01-31 20:52:32'}"
"Les sables roses is the best lv tbh even for men",Louis Vuitton,best,TikTok,"{ likes: 1, date: '2024-02-01 03:33:50'}"
"LOVE THIS ONE ITS AMAZING. You buy the bottle and cologne then TAKE THE EMPTY BOTTLe to LV AND THEY REFILL IT FOR $180.",Louis Vuitton,love,TikTok,"{ likes: 81, date: '2024-02-01 04:17:58'}"
"Pretty and pricey",Gucci,price,TikTok,"{ likes: 0, date: '2024-02-01 06:17:36'}"
