,Brand,Search,Comments,Source,Additional info
301,Dior,sustainable,The Making of the 'Dior and Parley' Sustainable Men's Beachwear Capsule+I think it's a really cool and eco-friendly idea. Very good!,https://www.youtube.com//watch?v=4bI1cSXtKOQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
316,Dior,sustainable,The Making of the 'Dior and Parley' Sustainable Men's Beachwear Capsule+I love this brand,https://www.youtube.com//watch?v=4bI1cSXtKOQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
346,Dior,sustainable,The Making of the 'Dior and Parley' Sustainable Men's Beachwear Capsule+i love this brand,https://www.youtube.com//watch?v=4bI1cSXtKOQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
349,Dior,sustainable,The Making of the 'Dior and Parley' Sustainable Men's Beachwear Capsule+I love this idea.,https://www.youtube.com//watch?v=4bI1cSXtKOQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
350,Dior,sustainable,"The Making of the 'Dior and Parley' Sustainable Men's Beachwear Capsule+So let’s collect large ocean plastic then convert it to something that is notorious for creating micro plastic pollution, this is the state of eco-friendliness these days. The only innovation here is how bad of an idea it is. Parley even mention this on their website so I have no idea why they thought this was a good idea ️",https://www.youtube.com//watch?v=4bI1cSXtKOQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
356,Dior,sustainable,Eco-Printing Savoir-Faire at the Dior Spring-Summer 2020 Show+Wonderful  experience!!! Love it!️️,https://www.youtube.com//watch?v=zmYVwz_r7a8&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
357,Dior,sustainable,Eco-Printing Savoir-Faire at the Dior Spring-Summer 2020 Show+Herzlichen Dank für das tolle Video! Ich werde es nachmachen.,https://www.youtube.com//watch?v=zmYVwz_r7a8&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
358,Dior,sustainable,Eco-Printing Savoir-Faire at the Dior Spring-Summer 2020 Show+Does any one have any idea what the iron solution is she uses? Would love to try this technique.,https://www.youtube.com//watch?v=zmYVwz_r7a8&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
360,Dior,sustainable,Eco-Printing Savoir-Faire at the Dior Spring-Summer 2020 Show+From PakAmazing Amazing...what is iron solution.,https://www.youtube.com//watch?v=zmYVwz_r7a8&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
361,Dior,sustainable,Eco-Printing Savoir-Faire at the Dior Spring-Summer 2020 Show+Siempre en Dior es arte e investigación. Felicitaciones,https://www.youtube.com//watch?v=zmYVwz_r7a8&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
363,Dior,sustainable,Eco-Printing Savoir-Faire at the Dior Spring-Summer 2020 Show+Fantastyczne...niezwykłe  #PiękneTalenty,https://www.youtube.com//watch?v=zmYVwz_r7a8&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
365,Dior,sustainable,"Eco-Printing Savoir-Faire at the Dior Spring-Summer 2020 Show+The best part... dome of those natural color are pretty hard to wash, so the print will not fade.",https://www.youtube.com//watch?v=zmYVwz_r7a8&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
366,Dior,sustainable,Eco-Printing Savoir-Faire at the Dior Spring-Summer 2020 Show+Just WOW,https://www.youtube.com//watch?v=zmYVwz_r7a8&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
367,Dior,sustainable,Eco-Printing Savoir-Faire at the Dior Spring-Summer 2020 Show+Wow so cool and beauty,https://www.youtube.com//watch?v=zmYVwz_r7a8&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
369,Dior,sustainable,Eco-Printing Savoir-Faire at the Dior Spring-Summer 2020 Show+Wow very nice,https://www.youtube.com//watch?v=zmYVwz_r7a8&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
370,Dior,sustainable,Eco-Printing Savoir-Faire at the Dior Spring-Summer 2020 Show+I love....,https://www.youtube.com//watch?v=zmYVwz_r7a8&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
373,Dior,sustainable,The Dior Men's Summer 2023 Campaign+The models presented summer wares attractively in the pleasnt manner with beautiful background,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
374,Dior,sustainable,"The Dior Men's Summer 2023 Campaign+Muy hermosa colección, me encantaría que su embajador jiminnn participará en uno de sus próximos eventos, sería genial verlo modelar en pasarela.",https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
375,Dior,sustainable,The Dior Men's Summer 2023 Campaign+lol none of these bums have ever crated a garden/,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
377,Dior,sustainable,The Dior Men's Summer 2023 Campaign+Jimin’s suit.. the bag and the backpack. He was wonderful ️.. look forward to an advertising shoot with your cool global ambassador #Jimin  #Dior,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
378,Dior,sustainable,"The Dior Men's Summer 2023 Campaign+I can see the clothes Jimin wore in W Korean magazine.  Fedora reminds me of the Korean traditional hat 'GOD'. Other costumes are so beautiful, too. I wanna see Jimin's photos and videos more.",https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
379,Dior,sustainable,The Dior Men's Summer 2023 Campaign+Best quality,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
380,Dior,sustainable,The Dior Men's Summer 2023 Campaign+Adore this brand!,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
383,Dior,sustainable,"The Dior Men's Summer 2023 Campaign+Love this & I love seeing the origins of the outfits #Jimin wore. Love the palette, print and textures!",https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
397,Dior,sustainable,The Dior Men's Summer 2023 Campaign+Can we have a jimin campaign next  these looks are absolutely fire,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
398,Dior,sustainable,The Dior Men's Summer 2023 Campaign+Jimin elevated these looks with his aura and on their own they are very neat,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
400,Dior,sustainable,The Dior Men's Summer 2023 Campaign+Love it !!!,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
401,Dior,sustainable,The Dior Men's Summer 2023 Campaign+they look very well thought out and well styled too,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
402,Dior,sustainable,The Dior Men's Summer 2023 Campaign+well hello there! if it isn’t pieces from Jimin’s magazine cover shoot. it’s nice that’s it’s all now available,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
403,Dior,sustainable,The Dior Men's Summer 2023 Campaign+I like this,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
404,Dior,sustainable,The Dior Men's Summer 2023 Campaign+they look very functional yet outstanding. gotta love,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
405,Dior,sustainable,The Dior Men's Summer 2023 Campaign+Todos muy elegantes,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
406,Dior,sustainable,"The Dior Men's Summer 2023 Campaign+Bravo to Mr. Kim Jones , the models and Jimin . This is amazing collection",https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
407,Dior,sustainable,The Dior Men's Summer 2023 Campaign+Absolutely the best collection !,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
409,Dior,sustainable,The Dior Men's Summer 2023 Campaign+Very nice,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
412,Dior,sustainable,The Dior Men's Summer 2023 Campaign+Jimin looks more beautiful than this guy,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
448,Dior,sustainable,The Dior Men's Summer 2023 Campaign+i think jimin video so i watching but not jimin uughh,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
454,Dior,sustainable,The Dior Men's Summer 2023 Campaign+I very like the brand this,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
460,Dior,sustainable,The Dior Men's Summer 2023 Campaign+Mile이 입은거 봤는데 예쁘네 옷 #milephakphum,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
461,Dior,sustainable,"The Dior Spring-Summer 2024 Campaign Video+Which look from #DiorSS24 can you picture yourself wearing, and why?",https://www.youtube.com//watch?v=5HPPywo7ukA&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
462,Dior,sustainable,The Dior Spring-Summer 2024 Campaign Video+good products I love them greetings from Chile,https://www.youtube.com//watch?v=5HPPywo7ukA&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
465,Dior,sustainable,The Dior Spring-Summer 2024 Campaign Video+So beautiful,https://www.youtube.com//watch?v=5HPPywo7ukA&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
467,Dior,sustainable,The Dior Spring-Summer 2024 Campaign Video+Pov: dior has never disappointed us,https://www.youtube.com//watch?v=5HPPywo7ukA&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
506,Dior,sustainable,The Dior Spring-Summer 2024 Campaign Video+No Galliano No Dior,https://www.youtube.com//watch?v=5HPPywo7ukA&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
549,Dior,sustainable,The Dior Spring-Summer 2024 Campaign Video+Pretty brand I love it,https://www.youtube.com//watch?v=5HPPywo7ukA&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
552,Dior,sustainable,"The Dior Spring-Summer 2024 Campaign Video+Wow, when this commercial opened, I thought it was gonna be a video about anorexic people",https://www.youtube.com//watch?v=5HPPywo7ukA&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,
565,Dior,consumerism,#DAREINGRISDIOR WITH THE COLLECTIVE+Thrilled to see XIN Liu in Gris Dior Collective! Dare to Create with XIN,https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
566,Dior,consumerism,#DAREINGRISDIOR WITH THE COLLECTIVE+Glad to see xin liu in this campaign for one of my favourite perfumes,https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
567,Dior,consumerism,#DAREINGRISDIOR WITH THE COLLECTIVE+I can even imagine the scent of Gris Dior by Liu Yuxin‘s performance.Will definitely get this.,https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
568,Dior,consumerism,"#DAREINGRISDIOR WITH THE COLLECTIVE+XIN LIU, y'all should know this absolute unique treasure fashion icon, PRO underground dancer who can freestyle battle in countless styles of dances, versatile singer who can ace any genre of songs. can rap, beatbox, knows multiple instruments and write/compose songs. and every of her live stage slays, always full of surprises. she's definitely ONE-OF-A-KIND-FULL-PACKAGE megastar! (and she has a genuine sense of humor & always so funny in all the variety shows. she just make you SMILE like you're crazy!)",https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
569,Dior,consumerism,#DAREINGRISDIOR WITH THE COLLECTIVE+Omg Liu Yuxin?!!!  She's super talented!!! Will she be showing off some of her dance moves in this campaign?hahaha,https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
570,Dior,consumerism,#DAREINGRISDIOR WITH THE COLLECTIVE+Can't wait for this campaign  Am so excited to see Liu Yu Xin,https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
571,Dior,consumerism,"#DAREINGRISDIOR WITH THE COLLECTIVE+Dare to create - XIN，as a multi-talented singer and street dancer, this slogan suits her perfectly",https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
572,Dior,consumerism,"#DAREINGRISDIOR WITH THE COLLECTIVE+Indeed Xin Liu is such a talented singer, producer and street dancer!",https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
573,Dior,consumerism,#DAREINGRISDIOR WITH THE COLLECTIVE+XIN Liu is the perfect image of Gris Dior!!!,https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
574,Dior,consumerism,"#DAREINGRISDIOR WITH THE COLLECTIVE+In Elle Singapore interview with Xin, she describe the elegant word of the Gris Dior ! Thanks for having Xin! As mentioned, DARE TO CREATE more!",https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
577,Dior,consumerism,#DAREINGRISDIOR WITH THE COLLECTIVE+What an amazing tvc! I can't move my eyes from Liu Yuxin!🩵🩵🩵,https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
578,Dior,consumerism,#DAREINGRISDIOR WITH THE COLLECTIVE+Xin Liu is really such a great choice for this campaign!!! I'm so excited for the rest of the materials to come out,https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
580,Dior,consumerism,#DAREINGRISDIOR WITH THE COLLECTIVE+So thrilled to see XIN Liu here,https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
583,Dior,consumerism,#DAREINGRISDIOR WITH THE COLLECTIVE+Liu Yu Xin is my favourite Chinese artiste!! No other can compare,https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
584,Dior,consumerism,#DAREINGRISDIOR WITH THE COLLECTIVE+Love Xin Liu so much,https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
605,Dior,consumerism,#DAREINGRISDIOR WITH THE COLLECTIVE+XinLiu is captivating,https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
606,Dior,consumerism,"#DAREINGRISDIOR WITH THE COLLECTIVE+It’s Xin Liu, the only Asian face! So proud of you, my girl 🩵",https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
607,Dior,consumerism,#DAREINGRISDIOR WITH THE COLLECTIVE+So excited for this because of Liu Yuxin!!!,https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
608,Dior,consumerism,#DAREINGRISDIOR WITH THE COLLECTIVE+Thanks so much for having Xin for this campaign. Just can’t wait to see the final video and also really want to buy this unique perfume,https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
609,Dior,consumerism,"#DAREINGRISDIOR WITH THE COLLECTIVE+XINLIU is a single piece u will ever find dior to collaborate with coz there's no one like her in this whole freaking world, u will never find an artist or celebrity like her even in ages",https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
610,Dior,consumerism,"#DAREINGRISDIOR WITH THE COLLECTIVE+Xin Liu, dare to create! Can’t wait to see the full version of her Girls Dior performance.🩵🩵🩵",https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
612,Dior,consumerism,#DAREINGRISDIOR WITH THE COLLECTIVE+I'm so excited for this campaign! I love Yuxin and Jenna! I first saw Jenna in jane the virgin (and she was this cute little Jane and of course Wednesday) and I'm Yuxin's fan since 2020! I'm really really happy for these girls!,https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
615,Dior,consumerism,#DAREINGRISDIOR WITH THE COLLECTIVE+Wow my girl Xin Liu!!,https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
618,Dior,consumerism,"#DAREINGRISDIOR WITH THE COLLECTIVE+Dior ambassador in China, Xin Liu, is such a talented singer, producer and street dancer!",https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
620,Dior,consumerism,#DAREINGRISDIOR WITH THE COLLECTIVE+Xin Liu ！A rising star in China's new wave of music！,https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
621,Dior,consumerism,#DAREINGRISDIOR WITH THE COLLECTIVE+Xin liu !! Her charisma works so well with Gris Dior,https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
622,Dior,consumerism,#DAREINGRISDIOR WITH THE COLLECTIVE+Inc Xin Liu is so cool,https://www.youtube.com//watch?v=jcjoIOwnxKA&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
628,Dior,consumerism,Dior Addict - The New Icon of Shine+Sound of this ad is amazing  i am addicted ️,https://www.youtube.com//watch?v=Vpozma3GnGw&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
629,Dior,consumerism,Dior Addict - The New Icon of Shine+Amazing colours everyone have to purchase,https://www.youtube.com//watch?v=Vpozma3GnGw&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
630,Dior,consumerism,Dior Addict - The New Icon of Shine+JISOO QUEEN DIOR,https://www.youtube.com//watch?v=Vpozma3GnGw&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
631,Dior,consumerism,Dior Addict - The New Icon of Shine+One of the most precious group,https://www.youtube.com//watch?v=Vpozma3GnGw&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
632,Dior,consumerism,Dior Addict - The New Icon of Shine+All are looking stunning,https://www.youtube.com//watch?v=Vpozma3GnGw&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
633,Dior,consumerism,Dior Addict - The New Icon of Shine+We all love our miss jichuu,https://www.youtube.com//watch?v=Vpozma3GnGw&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
643,Dior,consumerism,Dior Addict - The New Icon of Shine+Nunca me cansaré de ver este promocional de Jisoo para Dior,https://www.youtube.com//watch?v=Vpozma3GnGw&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
644,Dior,consumerism,Dior Addict - The New Icon of Shine+I'm addict about jisoo and dior,https://www.youtube.com//watch?v=Vpozma3GnGw&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
645,Dior,consumerism,Dior Addict - The New Icon of Shine+Nice product,https://www.youtube.com//watch?v=Vpozma3GnGw&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
646,Dior,consumerism,Dior Addict - The New Icon of Shine+I’m in Dior  I really love Dior products,https://www.youtube.com//watch?v=Vpozma3GnGw&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
647,Dior,consumerism,"Dior Addict - The New Icon of Shine+I can’t find the specific commercial, but I’ve never seen a Dior ad before until I came across one on Hulu precisely 2 minutes ago and I’m SO in love with the way these are shot! The advertising is so beautifully done it’s astounding and if I wore lipstick or knew anyone who did I’d of bought plenty.",https://www.youtube.com//watch?v=Vpozma3GnGw&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
648,Dior,consumerism,"Dior Addict - The New Icon of Shine+Yeah , three of them have breathtaking beauty . But jisoo is the main reason of this 27 million views.",https://www.youtube.com//watch?v=Vpozma3GnGw&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
649,Dior,consumerism,Dior Addict - The New Icon of Shine+Jisoooso beautiful with Dior🫦can’t stop replay this video…she’s perfection🫶,https://www.youtube.com//watch?v=Vpozma3GnGw&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
650,Dior,consumerism,Dior Addict - The New Icon of Shine+ANYA IS STUNNING!,https://www.youtube.com//watch?v=Vpozma3GnGw&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
651,Dior,consumerism,Dior Addict - The New Icon of Shine+why am I so obsessed with this ad it’s the ladies voice bro,https://www.youtube.com//watch?v=Vpozma3GnGw&pp=ygURRGlvciBjb25zdW1lcmlzbSA%3D,
